region,industry,anzsco4_code,occupation,employment_2025,annual_growth_rate_pct,employment_growth_2025_2035,retirements_2025_2035,total_new_workers_expected_by_2035,net_worker_demand_2025_2035,positive_worker_demand_2025_2035,is_primary_industry_statewide
Barwon,Administrative and support services,3113,Primary products inspectors,6.4039586916,-0.012838407538,-0.77625761888,1.6524677547,0.87621013581,0.87621013582,0.87621013581,False
Barwon,Administrative and support services,3121,"Architectural, building and surveying technicians",12.6457429481,-0.0056163372018,-0.69254382693,1.9889139997,1.2963701728,1.29637017277,1.2963701728,False
Barwon,Administrative and support services,3232,Metal fitters and machinists,4.8885303981,0.18540988726,21.8947502978,16.546012223,38.4407625208,38.44076252080001,38.4407625208,False
Barwon,Administrative and support services,3312,Carpenters and joiners,30.2406508464,0.0069745750892,2.1766003755,4.2302094967,6.4068098721,6.4068098722,6.4068098721,False
Barwon,Administrative and support services,3322,Painting trades workers,6.0738527308,0.017535669521,1.1531909623,4.1542999935,5.3074909559,5.3074909558,5.3074909559,False
Barwon,Administrative and support services,3341,Plumbers,6.520121478,0.017535669521,1.2379202287,6.743626153,7.9815463817,7.9815463817,7.9815463817,False
Barwon,Administrative and support services,3411,Electricians,15.2780750484,0.0015335985584,0.23592794885,2.6725700164,2.9084979652,2.90849796525,2.9084979652,False
Barwon,Administrative and support services,3513,Chefs,4.3524207787,0.0118257817,0.54298038752,0.68112716958,1.2241075571,1.2241075571,1.2241075571,False
Barwon,Administrative and support services,3611,Animal attendants and trainers,4.9766333344,0.010947273267,0.57244296539,1.0787114294,1.6511543947,1.6511543947899998,1.6511543947,False
Barwon,Administrative and support services,3622,Gardeners,627.8417738301,0.011523374953,76.2178515998,123.1258086569,199.3436602566,199.3436602567,199.3436602566,True
Barwon,Administrative and support services,3623,Greenkeepers,7.3435004942,0.0096901590193,0.74344214329,1.4494533281,2.1928954714,2.19289547139,2.1928954714,False
Barwon,Administrative and support services,3911,Hairdressers,5.5472245183,-0.0044640182716,-0.24271347732,0.70225410332,0.459540626,0.459540626,0.459540626,False
Barwon,Administrative and support services,3941,Cabinetmakers,22.5283822748,-0.013821691005,-2.9271007294,3.5375130557,0.61041232626,0.6104123262999996,0.61041232626,False
Barwon,Administrative and support services,3942,Wood machinists and other wood trades workers,5.8468255919,-0.013991795332,-0.76844287746,1.6136320744,0.8451891969,0.8451891969399999,0.8451891969,False
Barwon,Administrative and support services,3995,Performing arts technicians,9.7337406744,0.0059780618376,0.59779476613,1.5678328936,2.1656276597,2.16562765973,2.1656276597,False
Barwon,Administrative and support services,4117,Welfare support workers,33.4581750345,-0.036359112502,-10.3559165837,5.1654668411,-5.1904497425,-5.190449742599999,0.0,False
Barwon,Administrative and support services,4211,Child carers,1.9639649969,-0.00076394579275,-0.014952154087,0.23143872775,0.21648657366,0.216486573663,0.21648657366,False
Barwon,Administrative and support services,4221,Education aides,1.456502504,-0.023452713425,-0.30770360176,0.37399131285,0.066287711086,0.06628771108999998,0.066287711086,False
Barwon,Administrative and support services,4231,Aged and disabled carers,81.0981289493,-0.010765336104,-8.3194621348,26.517213404,18.1977512692,18.197751269199998,18.1977512692,False
Barwon,Administrative and support services,4233,Nursing support and personal care workers,33.5159880657,-0.0024775055664,-0.82116386485,10.8545493106,10.0333854457,10.03338544575,10.0333854457,False
Barwon,Administrative and support services,4315,Waiters,8.5191618498,0.00034547170888,0.029477090759,0.75688483049,0.78636192125,0.786361921249,0.78636192125,False
Barwon,Administrative and support services,4514,"Gallery, museum and tour guides",10.5189734475,-0.0043580628522,-0.44953688961,4.5416283547,4.0920914651,4.09209146509,4.0920914651,False
Barwon,Administrative and support services,4516,Tourism and travel advisers,199.5055741094,-0.002050365149,-4.0530559455,27.708811316,23.6557553705,23.6557553705,23.6557553705,True
Barwon,Administrative and support services,5111,"Contract, program and project administrators",19.955691686,-0.0079388700797,-1.5288407061,3.1035848907,1.5747441845,1.5747441846,1.5747441845,False
Barwon,Administrative and support services,5121,Office managers,39.9624733343,-0.020077542422,-7.3360499466,12.8420650205,5.5060150739,5.5060150739,5.5060150739,False
Barwon,Administrative and support services,5211,Personal assistants,8.5732837335,-0.0080557210156,-0.66613392843,2.5251782957,1.8590443673,1.85904436727,1.8590443673,False
Barwon,Administrative and support services,5212,Secretaries,2.361522594,-0.0068517851399,-0.15690754218,0.58185985248,0.4249523103,0.4249523103,0.4249523103,False
Barwon,Administrative and support services,5311,General clerks,93.1729466068,0.00047758239041,0.44593511512,33.8724143903,34.3183495054,34.31834950542,34.3183495054,False
Barwon,Administrative and support services,5321,Keyboard operators,19.6002331357,-0.015154621332,-2.7757492468,4.9550308643,2.1792816175,2.1792816175000005,2.1792816175,False
Barwon,Administrative and support services,5411,Call or contact centre workers,16.3815424416,-0.012058761371,-1.8715918844,0.79640957768,-1.0751823067,-1.07518230672,0.0,False
Barwon,Administrative and support services,5412,Information officers,8.3383593276,-0.012058761371,-0.95265788935,1.4876257235,0.53496783419,0.5349678341500002,0.53496783419,False
Barwon,Administrative and support services,5421,Receptionists,28.4831875164,0.0020811746905,0.5983674125,7.809827063,8.4081944755,8.4081944755,8.4081944755,False
Barwon,Administrative and support services,5511,Accounting clerks,32.4453757258,-0.0063916896713,-2.0151650069,18.3420790278,16.3269140208,16.3269140209,16.3269140208,False
Barwon,Administrative and support services,5512,Bookkeepers,37.1266066576,-0.019905117568,-6.7620830247,23.7871986963,17.0251156716,17.0251156716,17.0251156716,False
Barwon,Administrative and support services,5513,Payroll clerks,26.1287019135,-0.026685974589,-6.1922600717,20.2866067563,14.0943466846,14.0943466846,14.0943466846,False
Barwon,Administrative and support services,5619,Other clerical and office support workers,17.1634999802,0.025864693368,4.9932820755,5.8541527872,10.8474348627,10.8474348627,10.8474348627,False
Barwon,Administrative and support services,5911,Purchasing and supply logistics clerks,23.8174534585,0.0055403278011,1.3529544936,4.1340028401,5.4869573337,5.4869573336999995,5.4869573337,False
Barwon,Administrative and support services,5993,Debt collectors,7.7600392793,0.026964148722,2.3654669723,0.29469594772,2.66016292,2.6601629200200003,2.66016292,False
Barwon,Administrative and support services,5994,Human resource clerks,15.267737097,0.026964148722,4.6540135359,1.0049838007,5.6589973367,5.6589973366,5.6589973367,False
Barwon,Administrative and support services,6113,Sales representatives,12.042475947,-0.0063461956915,-0.74277931957,1.8364416443,1.0936623247,1.09366232473,1.0936623247,False
Barwon,Administrative and support services,6121,Real estate sales agents,1.7420621507,-0.026659159316,-0.41248632713,0.32350440823,-0.088981918904,-0.08898191890000001,0.0,False
Barwon,Administrative and support services,6211,Sales assistants (general,12.0042833197,0.0016221558255,0.19615580508,2.0354012964,2.2315571015,2.23155710148,2.2315571015,False
Barwon,Administrative and support services,6219,Other sales assistants and salespersons,4.637985031,0.0042460520933,0.20073699604,0.84607787671,1.0468148727,1.04681487275,1.0468148727,False
Barwon,Administrative and support services,6394,Ticket salespersons,3.4130594525,0.026349656533,1.0138156227,0.72642595631,1.740241579,1.7402415790099999,1.740241579,False
Barwon,Administrative and support services,7211,"Agricultural, forestry and horticultural plant operators",13.0477230512,0.049232984454,8.050898353,7.5928957311,15.643794084,15.643794084099998,15.643794084,False
Barwon,Administrative and support services,7212,Earthmoving plant operators,7.7371537853,0.0017348347794,0.13527957348,1.9008489451,2.0361285186,2.03612851858,2.0361285186,False
Barwon,Administrative and support services,7213,Forklift drivers,13.5496592931,0.0095638715614,1.3530894479,2.7529636442,4.1060530921,4.1060530921,4.1060530921,False
Barwon,Administrative and support services,7321,Delivery drivers,4.5930119706,0.00019475440074,0.0089529364447,2.13196198,2.1409149165,2.1409149164446997,2.1409149165,False
Barwon,Administrative and support services,7331,Truck drivers,38.2071982243,0.003328858787,1.291086137,15.8885867527,17.1796728897,17.1796728897,17.1796728897,False
Barwon,Administrative and support services,7411,Storepersons,35.0375535208,0.0062873336911,2.2663119308,7.7467312176,10.0130431484,10.0130431484,10.0130431484,False
